ADDRESS,DATE_OF_OFFENSE,TIME_OF_OFFENSE,DATE_OFFENSE_RECORDED,REPORT_YEAR,MONTH,POLICE_DISTRICT,WARD,TYPE_OF_HATE_BIAS,TARGETED_GROUP,TOP_OFFENSE_TYPE,MAR_LATITUDE,MAR_LONGITUDE,YEAR,DAY_OF_WEEK,MONTH_NAME
1100 block of 7th St NW,2014-11-02 04:00:00+00:00,2047,2014/11/03 05:00:00+00,2014,11,3D,Ward 2,Ethnicity/National Origin,Indian,Simple Assault,38.90490559,-77.02191568,2014,Sunday,November
1500 block of Park Rd NW,2014-11-13 05:00:00+00:00,1340-1509,2014/11/13 05:00:00+00,2014,11,3D,Ward 1,Race,Unspecified,ADW,38.93125048,-77.03540649,2014,Thursday,November
1600 block of K St NW,2014-11-15 05:00:00+00:00,0323-0330,2014/11/15 05:00:00+00,2014,11,2D,Ward 2,Sexual Orientation,,Simple Assault,38.90252504,-77.03752583,2014,Saturday,November
2300 block of Washington Pl NE,2015-01-11 05:00:00+00:00,1700-1710,2015/01/11 05:00:00+00,2015,1,5D,Ward 5,Sexual Orientation,,Damage/Defacing/Destruction of Property,38.92158471,-76.99375559,2015,Sunday,January
3900 block of Chesapeake St NW,2015-01-16 05:00:00+00:00,1622-1628,2015/01/16 05:00:00+00,2015,1,2D,Ward 3,Sexual Orientation,,Simple Assault,38.95072757,-77.07673285,2015,Friday,January
300 block of Indiana Ave NW,2015-01-18 05:00:00+00:00,1200-1220,2015/01/18 05:00:00+00,2015,1,1D,Ward 6,Sexual Orientation,,ADW,38.89481048,-77.01755282,2015,Sunday,January
3000 block of Van Ness St NW,2015-01-23 05:00:00+00:00,1730-0930,2015/01/24 05:00:00+00,2015,1,2D,Ward 3,Race,Black,Damage/Defacing/Destruction of Property,38.94315419,-77.06171259,2015,Friday,January
3100 block of 14th St NW,2015-02-05 05:00:00+00:00,1820-1821,2015/02/05 05:00:00+00,2015,2,3D,Ward 1,Gender Identity/Expression,,Simple Assault,38.92951689,-77.03272986,2015,Thursday,February
4800 block of Connecticut Ave NW,2015-02-13 05:00:00+00:00,2100-1445,2015/02/15 05:00:00+00,2015,2,2D,Ward 3,Race,Black,Damage/Defacing/Destruction of Property,38.952702,-77.06847388,2015,Friday,February
2600 block of Stanton Rd SE,2015-02-24 05:00:00+00:00,2025-2026,2015/02/24 05:00:00+00,2015,2,7D,Ward 8,Sexual Orientation,,Simple Assault,38.85842305,-76.99254238,2015,Tuesday,February
1200 block of Pleasant St SE,2015-03-13 04:00:00+00:00,1548,2015/03/14 04:00:00+00,2015,3,7D,Ward 8,Gender Identity/Expression,,Robbery,38.86384348,-76.98948395,2015,Friday,March
3100 block of K St NW,2015-03-19 04:00:00+00:00,1350-1400,2015/03/19 04:00:00+00,2015,3,2D,Ward 2,Sexual Orientation,,Threats,38.90259211,-77.06194485,2015,Thursday,March
1100 block of New Hampshire Ave NW,2015-03-22 04:00:00+00:00,1315-1318,2015/03/22 04:00:00+00,2015,3,2D,Ward 2,Sexual Orientation,,Simple Assault,38.90454908,-77.04821237,2015,Sunday,March
17th St NW and K St NW,2015-03-31 04:00:00+00:00,1230-1250,2015/04/01 04:00:00+00,2015,4,2D,Ward 2,Political Affiliation,,Theft,38.9025231,-77.03944583,2015,Tuesday,March
600 block of I St NW,2015-04-23 04:00:00+00:00,1530-1532,2015/04/23 04:00:00+00,2015,4,1D,Ward 2,Religion,Jewish,Threats,38.90086787,-77.02090986,2015,Thursday,April
1200 block of 20th St NW,2015-04-24 04:00:00+00:00,2120,2015/04/24 04:00:00+00,2015,4,2D,Ward 2,Political Affiliation,,Arson,38.90645035,-77.04489208,2015,Friday,April
20th ST NW and S St NW,2015-04-29 04:00:00+00:00,2335-2345,2015/05/02 04:00:00+00,2015,5,2D,Ward 2,Race,Black,Threats,38.91409081,-77.04487371,2015,Wednesday,April
900 block of G St NW,2015-05-12 04:00:00+00:00,0500-0505,2015/05/12 04:00:00+00,2015,5,2D,Ward 2,Gender Identity/Expression,,ADW,38.89831258,-77.02494803,2015,Tuesday,May
Florida Ave NE and Holbrook St NE,2015-05-13 04:00:00+00:00,0004-0015,2015/05/13 04:00:00+00,2015,5,5D,Ward 5/Ward 6,Sexual Orientation,,Simple Assault,38.90064819,-76.98517738,2015,Wednesday,May
4600 block of Wisconsin Ave NW,2015-05-23 04:00:00+00:00,1707-1708,2015/05/23 04:00:00+00,2015,5,2D,Ward 3,Race,Black,Simple Assault,38.9503734,-77.08055908,2015,Saturday,May
1800 block of New York Ave NE,2015-06-07 04:00:00+00:00,0243-0248,2015/06/07 04:00:00+00,2015,6,5D,Ward 5,Sexual Orientation,,Simple Assault,38.91728642,-76.97511255,2015,Sunday,June
3700 block of Hayes St NE,2015-06-12 04:00:00+00:00,1520-1525,2015/06/12 04:00:00+00,2015,6,6D,Ward 7,Sexual Orientation,,Simple Assault,38.9066616,-76.95281911,2015,Friday,June
1100 block of 18th St NW,2015-06-13 04:00:00+00:00,0430-0435,2015/06/13 04:00:00+00,2015,6,2D,Ward 2,Sexual Orientation,,Robbery,38.90469905,-77.04168558,2015,Saturday,June
1100 block of H St NE,2015-06-19 04:00:00+00:00,1525-1530,2015/06/19 04:00:00+00,2015,6,1D,Ward 6,Sexual Orientation,,Simple Assault,38.90020052,-76.99088302,2015,Friday,June
11th St SE and South Carolina Ave SE,2015-06-19 04:00:00+00:00,2010-2018,2015/06/19 04:00:00+00,2015,6,1D,Ward 6,Race,White,Simple Assault,38.88509785,-76.99152959,2015,Friday,June
1300 block of Columbia Rd NW,2015-07-12 04:00:00+00:00,2100-2105,2015/07/13 04:00:00+00,2015,7,3D,Ward 1,Sexual Orientation,,Threats,38.92758135,-77.03111187,2015,Sunday,July
2100 block of 12th St NW,2015-07-13 04:00:00+00:00,0650-0652,2015/07/13 04:00:00+00,2015,7,3D,Ward 1,Race,Black,Simple Assault,38.91864668,-77.02808299,2015,Monday,July
3900 block of Clay Pl NE,2015-07-16 04:00:00+00:00,1330-1347,2015/07/16 04:00:00+00,2015,7,6D,Ward 7,Sexual Orientation,,Robbery,38.89267711,-76.9489808,2015,Thursday,July
45th St NW and Massachusetts Ave NW,2015-07-26 04:00:00+00:00,1010-1028,2015/07/26 04:00:00+00,2015,7,2D,Ward 3,Race,Black,Damage/Defacing/Destruction of Property,38.94064487,-77.08964325,2015,Sunday,July
900 block of 3rd St NW,2015-08-15 04:00:00+00:00,1345-1355,2015/08/15 04:00:00+00,2015,8,1D,Ward 6,Gender Identity/Expression,,Simple Assault,38.90192355,-77.01517693,2015,Saturday,August
3200 block of Patterson St NW,2015-08-20 04:00:00+00:00,0846-1838,2015/08/31 04:00:00+00,2015,8,2D,Ward 4,Religion,Jewish,Damage/Defacing/Destruction of Property,38.96760969,-77.06512893,2015,Thursday,August
Unit block of M St SW,2015-09-01 04:00:00+00:00,0630-0730,2015/09/02 04:00:00+00,2015,9,6D,Ward 6,Sexual Orientation,,Sexual Abuse,38.87645954,-77.00949806,2015,Tuesday,September
4000 block of Minnesota Ave NE,2015-09-03 04:00:00+00:00,1135-1200,2015/09/03 04:00:00+00,2015,9,6D,Ward 7,Sexual Orientation,,Threats,38.89665588,-76.94764751,2015,Thursday,September
3900 block of Minnesota Ave NE,2015-09-04 04:00:00+00:00,1300-1335,2015/09/04 04:00:00+00,2015,9,6D,Ward 7,Sexual Orientation,,Threats,38.8935443,-76.95033389,2015,Friday,September
900 block of 25th St NW,2015-09-12 04:00:00+00:00,2400-2403,2015/09/12 04:00:00+00,2015,9,2D,Ward 2,Sexual Orientation,,Simple Assault,38.90161257,-77.05331045,2015,Saturday,September
400 block of K St NW,2015-09-14 04:00:00+00:00,1740-1745,2015/09/14 04:00:00+00,2015,9,1D,Ward 6,Race,White,Simple Assault,38.90252002,-77.01691684,2015,Monday,September
1900 block of M St SE,2015-09-15 04:00:00+00:00,1319-1530,2015/09/15 04:00:00+00,2015,9,1D,Ward 6,Race,Black,Robbery,38.87780943,-76.97924291,2015,Tuesday,September
3500 block of 13th St NW,2015-09-19 04:00:00+00:00,2330-1930,2015/09/23 04:00:00+00,2015,9,4D,Ward 1,Sexual Orientation,,Damage/Defacing/Destruction of Property,38.93346702,-77.02972533,2015,Saturday,September
1100 block of Owens Pl NE,2015-09-25 04:00:00+00:00,2237-2242,2015/09/25 04:00:00+00,2015,9,5D,Ward 5,Sexual Orientation,,Threats,38.90641224,-76.98890508,2015,Friday,September
1100 block of Harvard St NW,2015-10-01 04:00:00+00:00,2225-2230,2015/10/02 04:00:00+00,2015,10,3D,Ward 1,Sexual Orientation,,Robbery,38.92673941,-77.02837645,2015,Thursday,October
G St NW and Massachusetts Ave NW,2015-10-08 04:00:00+00:00,0500-1130,2015/10/08 04:00:00+00,2015,10,1D,Ward 6,Gender Identity/Expression,,Simple Assault,38.89832993,-77.01118151,2015,Thursday,October
K St NW and Washington Cir NW,2015-10-08 04:00:00+00:00,1134-1230,2015/10/08 04:00:00+00,2015,10,2D,Ward 2,Religion,Muslim,ADW,38.90252724,-77.05011286,2015,Thursday,October
20th ST NW and Q St NW,2015-10-13 04:00:00+00:00,1215-1216,2015/10/13 04:00:00+00,2015,10,2D,Ward 2,Race,Unspecified,Damage/Defacing/Destruction of Property,38.91112636,-77.0448877,2015,Tuesday,October
Vermont Ave NW and U St NW,2015-10-17 04:00:00+00:00,0305-0310,2015/10/17 04:00:00+00,2015,10,3D,Ward 1,Race,Black,Simple Assault,38.91699754,-77.02531363,2015,Saturday,October
Unit block of Galveston Pl SW,2015-10-21 04:00:00+00:00,2100-2105,2015/10/21 04:00:00+00,2015,10,7D,Ward 8,Sexual Orientation,,Robbery,38.82438671,-77.00971436,2015,Wednesday,October
13th St NW and G ST NW,2015-10-23 04:00:00+00:00,1640-1651,2015/10/23 04:00:00+00,2015,10,1D,Ward 2,Sexual Orientation,,Simple Assault,38.89831284,-77.02962002,2015,Friday,October
600 block of F St NW,2015-11-01 04:00:00+00:00,2245-2400,2015/11/01 04:00:00+00,2015,11,1D,Ward 2,Gender Identity/Expression,,ADW,38.89734272,-77.02091678,2015,Sunday,November
1400 block of L St NW,2015-11-06 05:00:00+00:00,1645-1655,2015/11/06 05:00:00+00,2015,11,2D,Ward 2,Race,Black,Threats,38.90373744,-77.03251351,2015,Friday,November
800 block of Florida Ave NW,2015-11-08 05:00:00+00:00,1453-1500,2015/11/08 05:00:00+00,2015,11,3D,Ward 1,Race,White,Robbery,38.91686837,-77.0234419,2015,Sunday,November
2400 block of 6th St NW,2015-11-11 05:00:00+00:00,1928-1929,2015/11/11 05:00:00+00,2015,11,3D,Ward 1,Race,Black,Threats,38.92368232,-77.02128477,2015,Wednesday,November
5300 block of Nevada Ave NW,2015-12-06 05:00:00+00:00,1520-1645,2015/12/06 05:00:00+00,2015,12,2D,Ward 3,Race,Black,Threats,38.9585702,-77.06557422,2015,Sunday,December
1400 block of Staples St NE,2015-12-10 05:00:00+00:00,1214-1214,2015/12/10 05:00:00+00,2015,12,5D,Ward 5,Race,White,Threats,38.90406893,-76.98378386,2015,Thursday,December
1000 block of Wisconsin Ave NW,2015-12-13 05:00:00+00:00,0032-0126,2015/12/13 05:00:00+00,2015,12,2D,Ward 2,Ethnicity/National Origin,Arab/Middle Eastern,Threats,38.90300705,-77.06276329,2015,Sunday,December
1100 block of 4th St SW,2016-01-01 05:00:00+00:00,0340-0350,2016/01/01 05:00:00+00,2016,1,1D,Ward 6,Sexual Orientation,,Simple Assault,38.87786661,-77.01763474,2016,Friday,January
3100 block of M St NW,2016-01-12 05:00:00+00:00,2000,2016/01/12 05:00:00+00,2016,1,2D,Ward 2,Ethnicity/National Origin,Unspecified,Simple Assault,38.90518541,-77.06199794,2016,Tuesday,January
2100 block of E St NW,2016-01-16 05:00:00+00:00,0001-0100,2016/01/19 05:00:00+00,2016,1,2D,Ward 2,Ethnicity/National Origin,Asian,Theft,38.89601815,-77.04734676,2016,Saturday,January
600 block of F St NW,2016-01-19 05:00:00+00:00,1930-1935,2016/01/19 05:00:00+00,2016,1,1D,Ward 2,Gender Identity/Expression,,Threats,38.89734272,-77.02091678,2016,Tuesday,January
4300 block of C St SE,2016-01-19 05:00:00+00:00,0000,2016/01/21 05:00:00+00,2016,1,6D,Ward 7,Sexual Orientation,,Voyeurism,38.88650846,-76.94580203,2016,Tuesday,January
600 block of F St NW,2016-01-28 05:00:00+00:00,0730-0800,2016/01/28 05:00:00+00,2016,1,1D,Ward 2,Sexual Orientation,,Robbery,38.89734272,-77.02091678,2016,Thursday,January
5200 block of E St SE,2016-02-07 05:00:00+00:00,2230-2235,2016/02/09 05:00:00+00,2016,2,6D,Ward 7,Gender Identity/Expression,,Simple Assault,38.88215151,-76.92786489,2016,Sunday,February
1900 block of R St NW,2016-02-13 05:00:00+00:00,0340-0350,2016/02/13 05:00:00+00,2016,2,2D,Ward 2,Ethnicity/National Origin,Latino/Hispanic,Robbery,38.91260486,-77.0441526,2016,Saturday,February
1800 block of R St NW,2016-02-25 05:00:00+00:00,1200-12205,2016/02/25 05:00:00+00,2016,2,2D,Ward 2,Religion,Jewish,Damage/Defacing/Destruction of Property,38.91260735,-77.04254828,2016,Thursday,February
800 block of 6th St NW,2016-02-26 05:00:00+00:00,0819-0835,2016/02/26 05:00:00+00,2016,2,1D,Ward 2,Race,Black,Simple Assault,38.90033899,-77.01991021,2016,Friday,February
600 block of Acker Pl NE,2016-03-06 05:00:00+00:00,2200-2300,2016/03/07 05:00:00+00,2016,3,1D,Ward 6,Sexual Orientation,,ADW,38.89672091,-76.99730679,2016,Sunday,March
1500 block of 16th St NW,2016-03-08 05:00:00+00:00,1000,2016/03/09 05:00:00+00,2016,3,2D,Ward 2,Religion,Jewish,Damage/Defacing/Destruction of Property,38.91001273,-77.03652298,2016,Tuesday,March
900 block of Rhode Island Ave NE,2016-03-15 04:00:00+00:00,1708-1715,2016/03/15 04:00:00+00,2016,3,5D,Ward 5,Sexual Orientation,,Simple Assault,38.9222166,-76.9931402,2016,Tuesday,March
4100 block of East Capitol St NE,2016-03-19 04:00:00+00:00,2400-2404,2016/03/19 04:00:00+00,2016,3,6D,Ward 7,Ethnicity/National Origin,Latino/Hispanic,Robbery,38.88977823,-76.94139416,2016,Saturday,March
900 block of Crittenden St NW,2016-03-22 04:00:00+00:00,0940,2016/03/22 04:00:00+00,2016,3,4D,Ward 4,Sexual Orientation,,Simple Assault,38.94720797,-77.02605528,2016,Tuesday,March
3100 block of 14th St NW,2016-03-25 04:00:00+00:00,1740,2016/03/25 04:00:00+00,2016,3,3D,Ward 1,Gender Identity/Expression,,Simple Assault,38.92951689,-77.03272986,2016,Friday,March
4300 block of Wisconsin Ave NW,2016-03-27 04:00:00+00:00,2020,2016/03/27 04:00:00+00,2016,3,2D,Ward 3,Ethnicity/National Origin,Latino/Hispanic,Threats,38.94513863,-77.07812667,2016,Sunday,March
5000 block of Hayes St NE,2016-04-04 04:00:00+00:00,1745-1746,2016/04/04 04:00:00+00,2016,4,6D,Ward 7,Sexual Orientation,,Threats,38.89970708,-76.92869726,2016,Monday,April
600 block of F St NW,2016-04-08 04:00:00+00:00,0100-0144,2016/04/08 04:00:00+00,2016,4,1D,Ward 2,Race,Black,Simple Assault,38.89734272,-77.02091678,2016,Friday,April
800 block of Florida Ave NE,2016-04-09 04:00:00+00:00,0355,2016/04/09 04:00:00+00,2016,4,5D,Ward 5/Ward 6,Religion,Jewish,Damage/Defacing/Destruction of Property,38.90451601,-76.99432777,2016,Saturday,April
2400 block of 18th St NW,2016-04-10 04:00:00+00:00,0100-0115,2016/04/10 04:00:00+00,2016,4,3D,Ward 1,Sexual Orientation,,Simple Assault,38.92162305,-77.04236546,2016,Sunday,April
800 block of Florida Ave NE,2016-04-15 04:00:00+00:00,0914,2016/04/15 04:00:00+00,2016,4,5D,Ward 6,Religion,Jewish,Damage/Defacing/Destruction of Property,38.90451601,-76.99432777,2016,Friday,April
3800 block of Georgia Ave NW,2016-04-20 04:00:00+00:00,1115,2016/05/04 04:00:00+00,2016,5,4D,Ward 4,Sexual Orientation,,Threats,38.93814839,-77.02458342,2016,Wednesday,April
600 block of Kenyon St NW,2016-04-21 04:00:00+00:00,2330-2400,2016/04/22 04:00:00+00,2016,4,4D,Ward 1,Religion,Muslim,Damage/Defacing/Destruction of Property,38.93002583,-77.02159286,2016,Thursday,April
1200 block of Morse St NE,2016-04-22 04:00:00+00:00,1625-1628,2016/04/22 04:00:00+00,2016,4,5D,Ward 5,Race,Black,Simple Assault,38.903047,-76.98817076,2016,Friday,April
4200 block of 2nd St NW,2016-04-24 04:00:00+00:00,1041-1100,2016/04/24 04:00:00+00,2016,4,4D,Ward 4,Sexual Orientation,,ADW,38.94274871,-77.01383982,2016,Sunday,April
2500 block of 11th St NW,2016-04-28 04:00:00+00:00,0841-1100,2016/04/28 04:00:00+00,2016,4,3D,Ward 1,Sexual Orientation,,ADW,38.92309712,-77.02703695,2016,Thursday,April
2100 block of 4th St NW,2016-05-05 04:00:00+00:00,2236,2016/05/06 04:00:00+00,2016,5,3D,Ward 1,Sexual Orientation,,ADW,38.91887246,-77.01779225,2016,Thursday,May
1400 block of Tuckerman St NW,2016-05-06 04:00:00+00:00,0042-0202,2016/05/06 04:00:00+00,2016,5,4D,Ward 4,Race,Black,Simple Assault,38.96756608,-77.03449309,2016,Friday,May
500 block of L St NW,2016-05-14 04:00:00+00:00,0240-0244,2016/05/14 04:00:00+00,2016,5,5D,Ward 2,Gender Identity/Expression,,ADW,38.90416735,-77.0194153,2016,Saturday,May
3700 block of Georgia Ave NW,2016-05-17 04:00:00+00:00,1720-1730,2016/05/17 04:00:00+00,2016,5,4D,Ward 4,Sexual Orientation,,Simple Assault,38.93696915,-77.02439858,2016,Tuesday,May
300 block of H St NW,2016-05-18 04:00:00+00:00,1153-1154,2016/05/18 04:00:00+00,2016,5,1D,Ward 6,Gender Identity/Expression,,Simple Assault,38.89977922,-77.01567806,2016,Wednesday,May
4500 block of Wisconsin Ave NW,2016-05-20 04:00:00+00:00,1759-1800,2016/05/20 04:00:00+00,2016,5,2D,Ward 3,Homelessness,,Simple Assault,38.94835706,-77.07993731,2016,Friday,May
200 block of Cedar St NW,2016-07-17 04:00:00+00:00,1930-1940,2016/07/17 04:00:00+00,2016,7,4D,Ward 4,Religion,Muslim,Threats,38.97562576,-77.0161356,2016,Sunday,July
900 block of U St NW,2016-07-17 04:00:00+00:00,0020-0021,2016/07/17 04:00:00+00,2016,7,3D,Ward 1,Race,Black,Simple Assault,38.91699641,-77.02463447,2016,Sunday,July
1100 block of 20th St NW,2016-07-19 04:00:00+00:00,0000-1710,2016/07/23 04:00:00+00,2016,7,2D,Ward 2,Religion,Jewish,Damage/Defacing/Destruction of Property,38.9046993,-77.04490273,2016,Tuesday,July
1900 block of 13th St NW,2016-07-25 04:00:00+00:00,1830-1835,2016/07/26 04:00:00+00,2016,7,5D,Ward 1,Sexual Orientation,,ADW,38.91592938,-77.0296237,2016,Monday,July
2600 block of Martin Luther King Ave SE,2016-07-25 04:00:00+00:00,2233-2343,2016/07/26 04:00:00+00,2016,7,7D,Ward 8,Sexual Orientation,,Threats,38.85875093,-76.99546441,2016,Monday,July
2650 block of Massachusetts Ave NW,2016-08-01 04:00:00+00:00,1902-2017,2016/08/01 04:00:00+00,2016,8,2D,Ward 2,Religion,Muslim,Threats,38.91768751,-77.05821752,2016,Monday,August
100 block of Division Ave NE,2016-08-03 04:00:00+00:00,0110-0700,2016/08/03 04:00:00+00,2016,8,6D,Ward 7,Sexual Orientation,,Threats,38.89133232,-76.9279635,2016,Wednesday,August
2400 block of Alabama Ave SE,2016-08-06 04:00:00+00:00,0405,2016/08/06 04:00:00+00,2016,8,7D,Ward 8,Ethnicity/National Origin,Latino/Hispanic,Robbery,38.85165875,-76.97135406,2016,Saturday,August
400 block of 7th St NW,2016-08-21 04:00:00+00:00,1800-2059,2016/08/22 04:00:00+00,2016,8,1D,Ward 2,Religion,Jewish,Damage/Defacing/Destruction of Property,38.89546303,-77.02191681,2016,Sunday,August
3300 block of 14th St NW,2016-08-28 04:00:00+00:00,0411-0503,2016/08/28 04:00:00+00,2016,8,3D,Ward 1,Gender Identity/Expression,,Simple Assault,38.93070752,-77.03272337,2016,Sunday,August
6900 block of Georgia Ave NW,2016-09-06 04:00:00+00:00,2250-2310,2016/09/07 04:00:00+00,2016,9,4D,Ward 4,Ethnicity/National Origin,Latino/Hispanic,Simple Assault,38.97471389,-77.02677553,2016,Tuesday,September
900 block of Blakney Lane SE,2016-09-14 04:00:00+00:00,0045,2016/09/14 04:00:00+00,2016,9,7D,Ward 8,Gender Identity/Expression,,Threats,38.8362413,-76.99221709,2016,Wednesday,September
100 block of 4th St SE,2016-09-16 04:00:00+00:00,1715,2016/09/16 04:00:00+00,2016,9,1D,Ward 6,Disability,,Simple Assault,38.88813957,-77.0005759,2016,Friday,September
400 block of Florida Ave NW,2016-09-23 04:00:00+00:00,2151-2215,2016/09/23 04:00:00+00,2016,9,3D,Ward 1,Race,White,Simple Assault,38.91415456,-77.0169422,2016,Friday,September
1400 block of Corcoran St NW,2016-10-01 04:00:00+00:00,1300-1720,2016/10/03 04:00:00+00,2016,10,3D,Ward 2,Race,Black,Damage/Defacing/Destruction of Property,38.91186781,-77.03325054,2016,Saturday,October
1500 block of Maryland Ave NE,2016-10-05 04:00:00+00:00,1145-1238,2016/10/05 04:00:00+00,2016,10,5D,Ward 5,Gender Identity/Expression,,Simple Assault,38.90074304,-76.9819168,2016,Wednesday,October
1600 block of Morris Rd SE,2016-10-07 04:00:00+00:00,2030-2036,2016/10/08 04:00:00+00,2016,10,7D,Ward 8,Ethnicity/National Origin,Black/African,Threats,38.85712984,-76.98152265,2016,Friday,October
3800 block of 14th St NW,2016-10-16 04:00:00+00:00,0240-0320,2016/10/16 04:00:00+00,2016,10,1D,Ward 4,Gender Identity/Expression,,Simple Assault,38.93828881,-77.03272951,2016,Sunday,October
1300 block of Congress St SE,2016-10-16 04:00:00+00:00,1542-1642,2016/10/16 04:00:00+00,2016,10,7D,Ward 8,Gender Identity/Expression,,ADW,38.84198259,-76.98798565,2016,Sunday,October
800 block of 7th St NE,2016-10-19 04:00:00+00:00,0522-0525,2016/10/19 04:00:00+00,2016,10,1D,Ward 6,Gender Identity/Expression,,Simple Assault,38.90076626,-76.99616753,2016,Wednesday,October
2100 block of S St NW,2016-10-22 04:00:00+00:00,0300-1057,2016/10/24 04:00:00+00,2016,10,2D,Ward 2,Sexual Orientation,,Threats,38.91409394,-77.04714568,2016,Saturday,October
2300 block of Wisconsin Ave NW,2016-10-22 04:00:00+00:00,0313,2016/10/22 04:00:00+00,2016,10,2D,Ward 3,Sexual Orientation,,Simple Assault,38.92030441,-77.07155477,2016,Saturday,October
Unit block of Massachusetts Ave NE,2016-10-23 04:00:00+00:00,1714-1821,2016/10/23 04:00:00+00,2016,10,1D,Ward 6,Sexual Orientation,,ADW,38.89720394,-77.00838793,2016,Sunday,October
600 block of Florida Ave NW,2016-10-30 04:00:00+00:00,0151-0345,2016/10/30 04:00:00+00,2016,10,3D,Ward 1/Ward 2,Sexual Orientation,,Simple Assault,38.91559392,-77.02031712,2016,Sunday,October
2500 block of 9th St NW,2016-11-04 04:00:00+00:00,1745,2016/11/04 04:00:00+00,2016,11,3D,Ward 1,Ethnicity/National Origin,Latino/Hispanic,Threats,38.922384,-77.02428761,2016,Friday,November
1500 block of 4th St NW,2016-11-04 04:00:00+00:00,1551,2016/11/04 04:00:00+00,2016,11,3D,Ward 5,Gender Identity/Expression,,ADW,38.91038117,-77.01616499,2016,Friday,November
1400 block of Foxhall Rd NW,2016-11-05 04:00:00+00:00,2000-1059,2016/11/06 04:00:00+00,2016,11,2D,Ward 3,Political Affiliation,,Damage/Defacing/Destruction of Property,38.90669802,-77.0809625,2016,Saturday,November
3700 block of Georgia Ave NW,2016-11-07 05:00:00+00:00,2040,2016/11/07 05:00:00+00,2016,11,4D,Ward 4,Gender Identity/Expression,,Simple Assault,38.93696915,-77.02439858,2016,Monday,November
2900 block of Bellevue Ter NW,2016-11-12 05:00:00+00:00,0000-1030,2016/11/13 05:00:00+00,2016,11,2D,Ward 3,Religion,Jewish,Damage/Defacing/Destruction of Property,38.92827435,-77.07583577,2016,Saturday,November
3700 block of O St NW,2016-11-13 05:00:00+00:00,0105,2016/11/17 05:00:00+00,2016,11,2D,Ward 2,Religion,Muslim,Simple Assault,38.90768958,-77.07097637,2016,Sunday,November
1900 block of M St NW,2016-11-18 05:00:00+00:00,0215,2016/11/18 05:00:00+00,2016,11,2D,Ward 2,Political Affiliation,,ADW,38.90565447,-77.04417308,2016,Friday,November
700 block of Florida Ave NW,2016-11-19 05:00:00+00:00,0409,2016/11/19 05:00:00+00,2016,11,3D,Ward 1,Sexual Orientation,,ADW,38.91648896,-77.02241714,2016,Saturday,November
3800 block of Georgia Ave NW,2016-11-20 05:00:00+00:00,0545-0630,2016/11/20 05:00:00+00,2016,11,4D,Ward 4,Sexual Orientation,,Simple Assault,38.93814839,-77.02458342,2016,Sunday,November
5300 block of Dix St NE,2016-11-28 05:00:00+00:00,1910,2016/11/28 05:00:00+00,2016,11,6D,Ward 7,Sexual Orientation,,Simple Assault,38.89493281,-76.92372721,2016,Monday,November
3300 block of 10th Pl SE,2016-12-09 05:00:00+00:00,1130,2016/12/09 05:00:00+00,2016,12,7D,Ward 8,Sexual Orientation,,Simple Assault,38.84181875,-76.99202979,2016,Friday,December
1200 block of 24th St NW,2016-12-17 05:00:00+00:00,0152,2016/12/17 05:00:00+00,2016,12,2D,Ward 2,Religion,Christian,Simple Assault,38.90625183,-77.05140457,2016,Saturday,December
540 block of L St NW,2016-12-17 05:00:00+00:00,2041,2016/12/17 05:00:00+00,2016,12,1D,Ward 2,Sexual Orientation,,Threats,38.90416735,-77.0194153,2016,Saturday,December
3400 block of 4th ST SE,2017-01-05 05:00:00+00:00,1533,2017/01/06 05:00:00+00,2017,1,7D,Ward 8,Sexual Orientation,,Threats,38.83942837,-77.00057362,2017,Thursday,January
700 block of 7th St NW,2017-01-15 05:00:00+00:00,1812,2017/01/15 05:00:00+00,2017,1,1D,Ward 2,Political Affiliation,,Simple Assault,38.89912971,-77.02191656,2017,Sunday,January
3800 block of Reservoir Rd NW,2017-01-17 05:00:00+00:00,1340,2017/01/17 05:00:00+00,2017,1,2D,Ward 2,Race,Black,ADW,38.91258904,-77.0743106,2017,Tuesday,January
1700 block of R St SE,2017-01-26 05:00:00+00:00,0703,2017/01/26 05:00:00+00,2017,1,6D,Ward 8,Gender Identity/Expression,,ADW,38.8694785,-76.98028344,2017,Thursday,January
1700 block of Massachusetts Ave NW,2017-01-27 05:00:00+00:00,0300,2017/01/27 05:00:00+00,2017,1,2D,Ward 2,Religion,Jewish,Damage/Defacing/Destruction of Property,38.90847745,-77.04008587,2017,Friday,January
1700 block of N St NW,2017-01-29 05:00:00+00:00,0300,2017/01/29 05:00:00+00,2017,1,2D,Ward 2,Political Affiliation,,ADW,38.9072415,-77.04009106,2017,Sunday,January
500 block of Indiana Ave NW,2017-02-03 05:00:00+00:00,1100,2017/02/20 05:00:00+00,2017,2,1D,Ward 2/Ward 6,Sexual Orientation,,Simple Assault,38.8945739,-77.01937534,2017,Friday,February
1300 block of Vermont Ave NW,2017-02-04 05:00:00+00:00,1900,2017/02/04 05:00:00+00,2017,2,3D,Ward 2,Sexual Orientation,,ADW,38.90790323,-77.03063138,2017,Saturday,February
2800 block of Wisconsin Ave NW,2017-02-06 05:00:00+00:00,1700,2017/02/07 05:00:00+00,2017,2,2D,Ward 3,Religion,Jewish,Threats,38.9268556,-77.07318789,2017,Monday,February
